PassengerId,Survived,Probability
1047,0,0.11476696200931524
1048,1,0.9766133475532093
1049,1,0.6775159381719277
1050,0,0.39984730673605706
1051,1,0.6076254813413504
1052,1,0.6995619447834568
1053,0,0.18440239945944414
1054,1,0.8097554637098417
1055,0,0.10056962230024764
1056,0,0.13626692883536456
1057,1,0.5564652738130305
1058,0,0.4659732484185435
1059,0,0.0662949974279127
1060,1,0.9312713132032954
1061,1,0.6865276280116994
1062,0,0.10080379809356382
1063,0,0.14451873316356595
1064,0,0.0880265541175203
1065,0,0.14008552679507244
1066,0,0.03127350798846668
1067,1,0.8512288378958514
1068,1,0.8551791967093721
1069,0,0.3335090680982028
1070,1,0.9699184645538962
1071,1,0.8764746865422197
1072,0,0.19048547819432773
1073,0,0.4859799570224919
1074,1,0.773805662347421
1075,0,0.1298528465000475
1076,1,0.7735289577667167
1077,0,0.14231461166211448
1078,1,0.8254169856274023
1079,0,0.07525461508620222
1080,0,0.09424164479262484
1081,0,0.14060143511385284
1082,0,0.13097823867084793
1083,0,0.37179752360975904
1084,0,0.11618010344772167
1085,0,0.09183188715270027
1086,0,0.31444218221044073
1087,0,0.08559730508987826
1088,1,0.8265407424929251
1089,1,0.7158013838524787
1090,0,0.2307284205559201
1091,1,0.6368854576069702
1092,1,0.7071811975415807
1093,0,0.20192471116264304
1094,1,0.6230724228117996
1095,1,0.843993773784711
1096,0,0.21807979137898667
1097,0,0.46245237002076844
1098,1,0.6435670039383021
1099,0,0.22434075156965838
1100,1,0.9547527243663313
1101,0,0.11128661825197601
1102,0,0.09420937386408791
1103,0,0.10059089102659932
1104,0,0.3340552183822454
1105,0,0.47757957905574805
1106,0,0.18665131807793992
1107,0,0.41797248828524064
1108,1,0.6997061142407054
1109,0,0.19802536696652423
1110,1,0.9438775359394783
1111,0,0.10101710517932222
1112,1,0.7889744185619555
1113,0,0.12657770915278835
1114,1,0.9612074113128745
1115,0,0.12644562232222312
1116,1,0.8450742764723669
1117,1,0.678485997055259
1118,0,0.11863220709876575
1119,1,0.6995784487033979
1120,0,0.06868094774223828
1121,0,0.15910189206480294
1122,0,0.3495915097394693
1123,1,0.9227303811042423
1124,0,0.09111475999687677
1125,0,0.1299215060059942
1126,1,0.5856804313564562
1127,0,0.13054609508028897
1128,0,0.4314034529445316
1129,0,0.17889621955474863
1130,1,0.7796583314538732
1131,1,0.7412839235690452
1132,1,0.8354949236924915
1133,1,0.6483097484335261
1134,0,0.4736657708476008
1135,0,0.10094773646648457
1136,0,0.06305402448827423
1137,0,0.35161177812526967
1138,1,0.8360416617464652
1139,0,0.09411020809179824
1140,1,0.7382586076879725
1141,1,0.646963123837809
1142,1,0.8631702729886483
1143,0,0.13058388652074965
1144,1,0.6618178352610979
1145,0,0.11561764016025271
1146,0,0.08764726965689353
1147,0,0.10080379809356382
1148,0,0.1298528465000475
1149,0,0.10101710517932222
1150,1,0.8455977232375076
1151,0,0.1264348194923928
1152,0,0.056670309909844487
1153,0,0.12647595756421895
1154,1,0.761371690779603
1155,1,0.7482242075820202
1156,0,0.25486352434457094
1157,0,0.10095127858187315
1158,0,0.34371801127633256
1159,0,0.10080379809356382
1160,1,0.6368174904999329
1161,0,0.14389554639757973
1162,1,0.5131794855100709
1163,0,0.1298528465000475
1164,1,0.9693888615855702
1165,1,0.6272657794821781
1166,0,0.1400831478136303
1167,1,0.7964151289832905
1168,0,0.20005908058220717
1169,0,0.10808972274349515
1170,0,0.14548391815833886
1171,0,0.23724233749706658
1172,1,0.6783457951222429
1173,0,0.16221790265385747
1174,1,0.6995784487033979
1175,1,0.7663942774213895
1176,1,0.748489737633712
1177,0,0.07723714655626084
1178,0,0.10067600588552025
1179,1,0.537146273039869
1180,0,0.23327120145848912
1181,0,0.10101710517932222
1182,0,0.38685206030302105
1183,1,0.6832700359886371
1184,0,0.14008552679507244
1185,1,0.518005269920453
1186,0,0.07799456861673186
1187,0,0.10774253864762244
1188,1,0.9071437188492855
1189,0,0.07805368312368342
1190,0,0.3762466289843038
1191,0,0.09768291573021787
1192,0,0.08845514760689532
1193,1,0.5250300731018328
1194,0,0.11987207644562975
1195,0,0.11529949427704796
1196,1,0.6995784487033979
1197,1,0.7443536563197963
1198,0,0.048515366715444534
1199,0,0.2134415705796337
1200,0,0.26174446733283746
1201,0,0.403953276667677
1202,0,0.1394759695516145
1203,0,0.16846678667484521
1204,0,0.10081445394293895
1205,1,0.6267246410307046
1206,1,0.9525066808594862
1207,1,0.7764335024396752
1208,0,0.4077867314919426
1209,0,0.25753410667531296
1210,0,0.1042798070430788
1211,0,0.14288040261753726
1212,0,0.10768794477710057
1213,0,0.2533361235489086
1214,1,0.6080477800606113
1215,0,0.33100361381237847
1216,1,0.9367151759783221
1217,0,0.11826602458091287
1218,1,0.9791014645212704
1219,0,0.3650978013770752
1220,0,0.15308402382290096
1221,0,0.24605610574711717
1222,1,0.6304910060968634
1223,1,0.5232326915927424
1224,0,0.1400831478136303
1225,1,0.6957094135568418
1226,0,0.10429807945411929
1227,1,0.8309711496532406
1228,0,0.17952812909234814
1229,0,0.0803047488573528
1230,0,0.23538561076640388
1231,0,0.14008552679507244
1232,0,0.2645445529654025
1233,0,0.08838094048085632
1234,0,0.03678025855928134
1235,1,0.9695730453011602
1236,0,0.06730801253159731
1237,1,0.7302380334917347
1238,0,0.21391590544595435
1239,1,0.6386540489720204
1240,0,0.22680498345330496
1241,1,0.7861656225714704
1242,1,0.9351619232631523
1243,0,0.21807979137898667
1244,0,0.3260192899259791
1245,0,0.07741742847711017
1246,1,0.7401727093851839
1247,0,0.331935635059533
1248,1,0.8867715708832214
1249,0,0.10094419446142516
1250,0,0.1298528465000475
1251,1,0.5406417727392159
1252,0,0.010773738058437371
1253,1,0.8225520846157852
1254,1,0.7861656225714704
1255,0,0.10463535210250952
1256,1,0.9894456331786283
1257,0,0.3733741661985122
1258,0,0.10509849549209821
1259,1,0.7167523434550519
1260,1,0.8834552966275214
1261,0,0.2628467718121996
1262,0,0.18421612484184435
1263,1,0.9740196381766526
1264,0,0.3131669501870673
1265,0,0.12393516216852295
1266,1,0.9417644669872592
1267,1,0.9565576614145637
1268,1,0.515012532135272
1269,0,0.2447499896492002
1270,0,0.3168438662680099
1271,0,0.05170692625700707
1272,0,0.1298528465000475
1273,0,0.13836173776211366
1274,1,0.6438024583644945
1275,1,0.6376784488700427
1276,0,0.2018522806841324
1277,1,0.7646238190182965
1278,0,0.11487449218199607
1279,0,0.0810504156727914
1280,0,0.16139986520710034
1281,0,0.07441580048262988
1282,1,0.6454853177463595
1283,1,0.8768410983503853
1284,0,0.14096656561607523
1285,0,0.11140489732455874
1286,0,0.03382277259945036
1287,1,0.9530138571026939
1288,0,0.14688635093087105
1289,1,0.9885576175141334
1290,0,0.122474806406473
1291,0,0.11801404747794753
1292,1,0.9765530789011824
1293,0,0.1129229955592605
1294,1,0.9459095323761805
1295,0,0.4936232373378919
1296,0,0.3958194484138094
1297,0,0.48014643570358595
1298,0,0.17286872571492484
1299,1,0.5187183753289468
1300,1,0.6995495912114775
1301,1,0.7357430729167715
1302,1,0.6995784487033979
1303,1,0.8732560531538391
1304,1,0.6365183703243538
1305,0,0.10101710517932222
1306,1,0.961319069257406
1307,0,0.07100500570127467
1308,0,0.10101710517932222
1309,0,0.09827047753588121
